,waktu,id,username,teks
239,2022-07-09 15:01:22,1545785188806004739,ai-jobs.net,"b'HIRING: Senior Data Engineer (Data Platform) / Ottawa, ON, Canada https://t.co/1dETWHyzKw #AI #MachineLearning\xe2\x80\xa6 https://t.co/Vs9IXvLbvP'"
240,2022-07-09 14:50:43,1545782505617256448,AriyyaMassoud,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
241,2022-07-09 13:25:56,1545761171411972096,Akash Jha,b'24) Cisco is hiring Data Engineer Interns\nhttps://t.co/LrhviMvj7P'
242,2022-07-09 12:00:34,1545739688786350081,ماف,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
243,2022-07-09 09:14:52,1545697985882882049,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Data Analyst / Tel Aviv https://t.co/NvUYKaFPbR #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata #DataSci\xe2\x80\xa6'
244,2022-07-09 09:04:32,1545695384772612096,Candidate7153,b'RT @ai_jobsNET: HIRING: Data Analyst / Tel Aviv https://t.co/NvUYKaFPbR #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata #DataSci\xe2\x80\xa6'
245,2022-07-09 09:03:22,1545695091867664384,ai-jobs.net,b'HIRING: Data Analyst / Tel Aviv https://t.co/NvUYKaFPbR #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata\xe2\x80\xa6 https://t.co/uGLXiA9xoc'
246,2022-07-09 08:13:21,1545682505915056129,Izzati Pian,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
247,2022-07-09 06:49:19,1545661359677128704,aqish,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
248,2022-07-09 06:35:57,1545657994889031680,ilunifasilkomUI,b'- QA Engineer untuk 5 orang\n- Data Analyst untuk 1 orang\n- Data Engineer untuk 1 orang\n- Product Owner untuk 1 oran\xe2\x80\xa6 https://t.co/djN8FeYuKH'
249,2022-07-09 06:12:47,1545652164521074689,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Data Engineer / San Francisco, CA https://t.co/7bl0BOEXbx #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdat\xe2\x80\xa6'"
250,2022-07-09 06:05:22,1545650296038326272,ai-jobs.net,"b'HIRING: Data Engineer / San Francisco, CA https://t.co/7bl0BOEXbx #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6 https://t.co/CDOMwcXOUr'"
251,2022-07-09 05:59:42,1545648871719981057,Ary Bandung,"b'Krn Ilmu Data terus beralih dr penelitian ke produksi, permintaan untuk ""Machine Learning"" Engineer telah meningkat\xe2\x80\xa6 https://t.co/d9bLs8gXDq'"
252,2022-07-09 05:59:38,1545648856503058432,Ary Bandung,"b'Belajar Mandiri ""Machine Learning"" Engineer\nSeperti Ilmu Data, banyak hal yg hrs dipelajari untuk jd ""Machine Learn\xe2\x80\xa6 https://t.co/c3r5HfIcOG'"
253,2022-07-09 05:35:16,1545642723507847169,Ary Bandung,"b'Selain itu, ""Machine Learning"" Engineer hrs memiliki keterampilan pemodelan dan evaluasi data yg mahir. Pemodelan d\xe2\x80\xa6 https://t.co/OerEGkNjBu'"
254,2022-07-09 05:27:45,1545640833118277632,Ary Bandung,"b'Berikut keterampilan yg dibutuhkan:\n\n-Rekayasa Perangkat Lunak\nDasar2 Ilmu Komputer sgt penting bg ""Machine Learnin\xe2\x80\xa6 https://t.co/Ke0jBk3wAm'"
255,2022-07-09 05:21:34,1545639273696993280,Ary Bandung,"b'Fokus Ilmuwan Data adalah mengubah data yg berbeda jd wawasan dan informasi yg dpt ditindaklanjuti. Di sisi lain, ""\xe2\x80\xa6 https://t.co/CqIPuTxS6s'"
256,2022-07-09 05:21:33,1545639271721484288,Ary Bandung,"b'Jk suka membuat software tp sgt tertarik dgn Ilmu Data mungkin ingin pertimbangkan jd seorang ""Machine Learning"" En\xe2\x80\xa6 https://t.co/QEmVBfLhmE'"
257,2022-07-09 03:51:48,1545616686098763776,Humaira Lee,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
258,2022-07-09 01:39:14,1545583324902879233,Desca 🐇,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
259,2022-07-08 23:15:19,1545547105917636608,mira,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
260,2022-07-08 22:00:19,1545528232191340544,nur,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
261,2022-07-08 18:09:08,1545470050047594496,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Data Analyst / San Francisco, CA https://t.co/vNMelWKGNc #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata\xe2\x80\xa6'"
262,2022-07-08 18:03:37,1545468663464992768,Dewaweb,"b'Ikuti webinar Dewatalks \xe2\x80\x9cData Engineering Fundamental\xe2\x80\x9d. Pelajari pengertian data engineering, skills data engineer\xe2\x80\xa6 https://t.co/mYqSWh3gx5'"
263,2022-07-08 18:02:23,1545468355020210177,ai-jobs.net,"b'HIRING: Data Analyst / San Francisco, CA https://t.co/vNMelWKGNc #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6 https://t.co/VIC6iGpL6x'"
264,2022-07-08 16:49:30,1545450010090672129,Jobs via Tweet,b'RT @StellarSelect: New #job: Junior Data Engineer Location: London Salary: \xc2\xa345kpa - \xc2\xa345kpa .. https://t.co/vMEuyQy0PQ #jobs #hiring'
265,2022-07-08 16:39:58,1545447610475053056,Stellar Select,b'New #job: Junior Data Engineer Location: London Salary: \xc2\xa345kpa - \xc2\xa345kpa .. https://t.co/vMEuyQy0PQ #jobs #hiring'
266,2022-07-08 16:05:52,1545439031483240448,txtfromme,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
267,2022-07-08 15:51:51,1545435505466085379,Farhan Rabbaanii,b'banting stir ke data engineer kok menarik yak'
268,2022-07-08 15:50:42,1545435214197014529,Twitchi,b'RT @CathcartRecruit: New #job: Data Engineer Location: Altrincham Salary: \xc2\xa350kpa - \xc2\xa375kpa .. https://t.co/aglDHgl9Rs #data #analytics #data\xe2\x80\xa6'
269,2022-07-08 15:47:21,1545434370722390016,Cathcart Technology,b'New #job: Data Engineer Location: Altrincham Salary: \xc2\xa350kpa - \xc2\xa375kpa .. https://t.co/aglDHgl9Rs #data #analytics #data engineering #python'
270,2022-07-08 15:23:14,1545428303388876800,rioooo.,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
271,2022-07-08 14:13:10,1545410667678613505,Goorsss,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
272,2022-07-08 13:20:00,1545397291267330049,iHire,"b'Now Hiring: Data Engineer (#Philadelphia, Pennsylvania) D+R International #job #ETLDevelopment #DataModeling\xe2\x80\xa6 https://t.co/awIoGs4CY7'"
273,2022-07-08 12:12:25,1545380281175212032,Paulistaum,"b'SAP iXp #Intern, Ariba Support #engineer (#S\xc3\xa3oLeopoldoBR93022718) https://t.co/Tr3r790BWv #emprego #JobsAtSAP https://t.co/a4yProIpR1'"
274,2022-07-08 11:51:19,1545374971236495365,Mohammad A C Jantra,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
275,2022-07-08 11:51:04,1545374908821442560,Nuha Anuar,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
276,2022-07-08 11:26:59,1545368848706453505,Ameen Nasir,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
277,2022-07-08 10:35:40,1545355934591250433,Arsa,b'Guys kalo mau jadi Data Engineer otodidak minimal skill set yang harus dipelajari apa aja sih? Aku mau ambil kursus\xe2\x80\xa6 https://t.co/KrCCdRQZEN'
278,2022-07-08 09:40:21,1545342012115001344,AK,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
279,2022-07-08 09:25:54,1545338374331973634,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Senior Data Engineer (Data Platform) / Seoul, South Korea https://t.co/xvyJb6CWHj #AI #MachineLearning #DataJobs #J\xe2\x80\xa6'"
280,2022-07-08 09:25:23,1545338247869521921,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Data Engineer - Advertising Technology / Atlanta, GA https://t.co/RidTg2OPik #AI #MachineLearning #DataJobs #Jobsea\xe2\x80\xa6'"
281,2022-07-08 09:04:42,1545333041173827584,ai-jobs.net,"b'HIRING: Senior Data Engineer (Data Platform) / Seoul, South Korea https://t.co/xvyJb6CWHj #AI #MachineLearning\xe2\x80\xa6 https://t.co/OUZJFQmNFg'"
282,2022-07-08 09:04:21,1545332951818407936,ai-jobs.net,"b'HIRING: Data Engineer - Advertising Technology / Atlanta, GA https://t.co/RidTg2OPik #AI #MachineLearning #DataJobs\xe2\x80\xa6 https://t.co/fQwh28YiR6'"
283,2022-07-08 09:03:27,1545332724931903488,Y,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
284,2022-07-08 08:58:46,1545331546374041601,najmi,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
285,2022-07-08 08:27:26,1545323660629934080,Danial,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
286,2022-07-08 08:20:27,1545321903174610945,Abg Ozz🇲🇾🇵🇸,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
287,2022-07-08 07:29:10,1545309000626884608,yyk,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
288,2022-07-08 06:55:23,1545300497489428481,GreatInsuranceJobs,"b'Senior Data Engineer/Data Engineer - Indianapolis, Indiana - Liberty Mutual Insurance https://t.co/cZLHtfDtMi'"
289,2022-07-08 06:15:02,1545290342055809024,R3D,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
290,2022-07-08 05:00:25,1545271566728298497,( ͡° ͜ʖ ͡°)=ε✄,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
291,2022-07-08 04:37:58,1545265915595739136,U°R°B,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
292,2022-07-08 04:24:03,1545262414660132866,Muhammad Deriarahman,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
293,2022-07-08 04:20:56,1545261629029302272,Falling in love with you❤,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
294,2022-07-08 03:58:42,1545256033136050179,Ben Hur,b'@engineer_pajak @Fyandika1 @wikawikwikwik @Antonio76363114 @GunRomli Coba deh tunjukin data atau dokumen yang mendu\xe2\x80\xa6 https://t.co/wu1x66idK6'
295,2022-07-08 03:56:35,1545255500169613313,Fiqran,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
296,2022-07-08 03:36:02,1545250328026566656,EJ,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
297,2022-07-08 02:53:59,1545239747068858368,dauski.,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
298,2022-07-08 02:43:20,1545237064727547904,🖤🐍,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
299,2022-07-08 02:39:32,1545236109785202688,Idil Haq,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
300,2022-07-08 02:22:39,1545231863706681344,M. N. Muhaimin,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
301,2022-07-08 02:21:03,1545231457936846848,F.I,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
302,2022-07-08 01:45:28,1545222504704196608,naddy,"b'Da bagi data, nak tune tune lak. Tune la data tu sendiri. Pemalas. Dasar engineer semua nak kena suap.'"
303,2022-07-08 00:49:17,1545208367144378368,trgt20232025,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
304,2022-07-08 00:18:40,1545200660638998528,Twitchi,"b'RT @ai_jobsNET: HIRING: Senior Data Scientist / Navi Mumbai, Maharashtra, India https://t.co/nByHPrmoWn #AI #MachineLearning #DataJobs #Job\xe2\x80\xa6'"
305,2022-07-08 00:18:04,1545200508792672256,Curious Luke,"b'RT @ai_jobsNET: HIRING: Senior Data Scientist / Navi Mumbai, Maharashtra, India https://t.co/nByHPrmoWn #AI #MachineLearning #DataJobs #Job\xe2\x80\xa6'"
306,2022-07-08 00:17:59,1545200486512558080,Hiring Now in Tech,"b'RT @ai_jobsNET: HIRING: Senior Data Scientist / Navi Mumbai, Maharashtra, India https://t.co/nByHPrmoWn #AI #MachineLearning #DataJobs #Job\xe2\x80\xa6'"
307,2022-07-08 00:13:07,1545199262363185152,Seren,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
308,2022-07-08 00:06:26,1545197581600542721,ai-jobs.net,"b'HIRING: Senior Data Scientist / Navi Mumbai, Maharashtra, India https://t.co/nByHPrmoWn #AI #MachineLearning\xe2\x80\xa6 https://t.co/uVItuDx0w8'"
309,2022-07-07 23:36:50,1545190130587078656,Alisa,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
310,2022-07-07 23:21:13,1545186204538503168,KuihRaya ,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
311,2022-07-07 22:52:13,1545178905086087168,Nuke Patrianagara,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
312,2022-07-07 22:35:00,1545174573578354688,`ryun✨🇵🇸,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
313,2022-07-07 22:24:06,1545171830574829568,A. Yarzuki,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
314,2022-07-07 22:06:04,1545167288717848576,CareerAge.com,b'Senior Data Engineer/Senior Data Engineer  Bajaj Finserv Lending Ltd 6-11 years https://t.co/XD0LwmjV4M'
315,2022-07-07 21:51:00,1545163500451876864,Pikriee,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
316,2022-07-07 19:53:08,1545133838506295296,sevma,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
317,2022-07-07 18:10:21,1545107971071324160,🕊️,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
318,2022-07-07 17:31:51,1545098280115191810,Lullaby,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
319,2022-07-07 17:26:19,1545096890588741633,Saudagar_minyak,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
320,2022-07-07 17:15:08,1545094073480269825,muh,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
321,2022-07-07 17:07:45,1545092217127190528,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Data Engineering Manager - Data Management / Bengaluru https://t.co/20DPJ5odiC #AI #MachineLearning #DataJobs #Jobs\xe2\x80\xa6'
322,2022-07-07 17:04:14,1545091331822870529,Hiring Now in Tech,b'RT @ai_jobsNET: HIRING: Data Engineering / Remote https://t.co/IhiKeCRp3N #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata #DataS\xe2\x80\xa6'
323,2022-07-07 16:42:30,1545085861897064448,Katherine Ling 葉 美 玲,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
324,2022-07-07 16:29:18,1545082541954461697,Miss Blythe 💅,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
325,2022-07-07 16:29:08,1545082497238966272,Syafiqah Rahmat,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
326,2022-07-07 15:48:57,1545072387519291392,Bisenjo Cassanova 🇲🇾 🇸🇩,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
327,2022-07-07 15:44:37,1545071296148815873,spesialis konten menarik,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
328,2022-07-07 15:43:20,1545070974210519041,đẹp | polstud (semi gap '22),b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
329,2022-07-07 15:40:24,1545070234050392064,Bijaksabara,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
330,2022-07-07 15:24:22,1545066200111411200,Faizal Aditya R,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
331,2022-07-07 15:18:12,1545064645509144576,Hiring Now in Tech,b'RT @Itanalyticsjobs: Senior Data Engineer https://t.co/muc5KWRzNL #ITAnalyticsJobs #ITJobs #Jobs'
332,2022-07-07 15:17:41,1545064519080230915,Hiring Now in Tech,b'RT @Itanalyticsjobs: Principal Data Engineer - UK-Wide https://t.co/IGfGIO2mqT #ITAnalyticsJobs #ITJobs #Jobs'
333,2022-07-07 15:17:07,1545064373106143232,Aiman Amir,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
334,2022-07-07 15:15:50,1545064050908098560,‎ص,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
335,2022-07-07 15:05:15,1545061389953146880,ai-jobs.net,b'HIRING: Data Engineering Manager - Data Management / Bengaluru https://t.co/20DPJ5odiC #AI #MachineLearning\xe2\x80\xa6 https://t.co/DDc3E033Ly'
336,2022-07-07 15:03:45,1545061010188316672,ai-jobs.net,b'HIRING: Data Engineering / Remote https://t.co/IhiKeCRp3N #AI #MachineLearning #DataJobs #Jobsearch #MLjobs\xe2\x80\xa6 https://t.co/ckQEGbONmS'
337,2022-07-07 14:44:13,1545056095688830976,Fangky Adetia,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
338,2022-07-07 14:39:56,1545055019132522497,Hiring Now in Tech,b'RT @developerjobsuk: B2B Data engineer (Poland/Remote) https://t.co/7DE6dzt5om #DeveloperJobs #ITJobs'
339,2022-07-07 14:31:17,1545052839038558208,shav,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
340,2022-07-07 14:28:46,1545052209075093505,#SenayanCrew,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
341,2022-07-07 14:10:40,1545047651724705792,amїr,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
342,2022-07-07 14:03:41,1545045893564338185,Hiring Now in Tech,b'RT @Itanalyticsjobs: Senior Data Engineer https://t.co/3y0wbpBcot #ITAnalyticsJobs #ITJobs #Jobs'
343,2022-07-07 14:01:42,1545045393649459202,Bhima L Jati,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
344,2022-07-07 13:46:39,1545041609108357122,Orkid 🇲🇾,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
345,2022-07-07 13:23:08,1545035691020587010,Developerjobsuk,b'B2B Data engineer (Poland/Remote) https://t.co/7DE6dzt5om #DeveloperJobs #ITJobs'
346,2022-07-07 13:12:02,1545032897379196928,❀najwå✿,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
347,2022-07-07 13:02:31,1545030502381666304,Sijeuni,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
348,2022-07-07 12:47:36,1545026749410340864,☁️,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
349,2022-07-07 12:43:40,1545025756417253377,zen zen 🇲🇾 🇵🇸,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
350,2022-07-07 12:40:21,1545024925181759489,アマリノ 🇲🇾,b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
351,2022-07-07 12:30:11,1545022363766489088,Quantica,b'RT @webuser: #5431#1 Big Data Engineer Testing\nBengaluru Karnataka India\nJob: https://t.co/KUYhNuFYeB\n#ai #powered #python #etl #oracle #in\xe2\x80\xa6'
352,2022-07-07 12:29:42,1545022242437955585,webuser,b'#5431#1 Big Data Engineer Testing\nBengaluru Karnataka India\nJob: https://t.co/KUYhNuFYeB\n#ai #powered #python #etl\xe2\x80\xa6 https://t.co/ImCQkrsnE6'
353,2022-07-07 12:12:06,1545017812673957888,puci,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
354,2022-07-07 11:59:23,1545014615335059456,ras,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
355,2022-07-07 11:52:19,1545012835062669313,) ∪ ∩ (,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
356,2022-07-07 11:49:43,1545012181305282561,"wawa,",b'RT @nikakmal00: Apa pekerjaan baling banyak vacancies di Malaysia? Data terbaru Q1 dari DOSM.\n\nKategori STEM\n1. Technician\n2. Graphic Desig\xe2\x80\xa6'
357,2022-07-07 11:48:31,1545011876748136448,zoomer,b'RT @zakkafm: Ini dia beberapa alasan yang menyebabkan banyak orang (dari luar tech) memilih karir sebagai product manager dibandingkan soft\xe2\x80\xa6'
